"time","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","amount","class"
115330,1.94849511765878,-2.4328241730226,-1.21693029310465,-2.4530213712867,0.0908267885046055,4.22031716442528,-2.53435628512249,1.13626940367747,-0.596096059292262,1.44381915285451,-0.320703380379102,-0.686613654947391,0.63582852980748,-0.821133755977196,0.898933287754323,0.0942303754613063,0.0682654140665736,0.557352299579692,-0.749965618030095,-0.0596634041424236,0.144797925577812,0.5715728772963,0.195913369102504,0.702638542790236,-0.540090912296902,-0.0836508908935705,0.076412510350173,-0.00908619223340781,0.126824863059418,"0"
97565,1.94870714753057,-0.339121754128049,-1.15463413540785,0.315823827452323,0.0529438408526946,-0.382438665398321,-0.0971688385287396,-0.227491530199415,2.1491915825723,-0.430949952288292,1.22054027263151,-1.25835556788129,1.86439402197728,1.59625368710845,-1.87460479904717,-0.358189201911266,0.246080192694939,0.448967571686429,0.520749741682496,-0.144882305828388,-0.0175774232737683,0.404697914494494,-0.0710914387779019,-0.479444474846135,0.204299130265082,0.159629619684766,-0.0641899982358558,-0.0747087077949678,-0.206039722135598,"0"
146840,-1.05778438211691,1.92377842195127,-2.72902326534613,0.127713625808829,3.20514631622734,3.8164145304575,-0.640811251751447,-1.3739571139911,-1.28454661110956,-1.29969929495189,-0.163521261053305,-0.00419732001042405,-0.701177417698482,-0.0923522659138721,0.0979939633080073,-0.447799611405634,1.51980813221254,0.342772125800617,0.30923933639509,0.683336667019405,-1.19656940188358,0.672701573722472,-0.0401678507510003,0.572703761762811,0.025696437021635,-0.370540595552376,0.338622786100787,0.21543199187986,-0.325046804355801,"0"
166797,1.88148442540513,-0.383494945028056,-0.164789782706148,0.463576045218715,-0.880006442268584,-1.01670966331304,-0.284912723751543,-0.220646420665207,0.815958505505404,-0.0563709077499192,-0.192027605277922,1.16516205580806,1.20917457258695,-0.24966393057824,0.361265219674466,0.238416655969953,-0.407593658585891,-0.777128976082222,-0.218580297655045,-0.0320552798514165,-0.192129575055326,-0.504866345823244,0.437832632487439,0.48215724136321,-0.682662559080887,0.195251948594662,-0.0403999683769456,-0.0282293226718115,-0.19133257824331,"0"
44774,-3.90755008801931,-2.92045934252987,0.132673797302145,4.08868009716277,2.37190176170527,-0.783657655327944,-0.874046251678665,-3.07500818563683,-1.08014130889518,0.824820658044066,-0.997499547919478,0.385885161588624,1.14157895842135,0.124901791664128,0.367354280275166,-0.183051898293595,0.00649966231603426,-0.11621909323669,1.21061200916026,0.431531867223181,-1.53995167627793,0.894595813708741,1.38531491917715,-0.0260419408728395,-0.149958831018387,0.278628885073647,0.974323036180398,-0.309421848190965,0.904633837749372,"0"
151254,1.92541593780844,0.536101979126222,-0.985171244646048,3.42022934453009,1.00790735199425,0.820705063784099,0.121244213546689,0.153332095618664,-1.18146243440628,1.59252107469219,-0.0372510466640846,0.233206754694192,-0.153259426936826,0.457435742100198,-1.42886977642221,1.13799875774042,-1.16391973913934,-0.146021139211355,-0.856327638802148,-0.252143945861112,-0.265405838681766,-0.835184023682851,0.307843821206283,-0.0568281016770469,-0.204098336497379,-0.350811185277673,-0.0446416978577813,-0.053214199327944,-0.368635368500335,"0"
161775,-0.0815050330454274,1.23235464582969,-0.517024197870826,-0.616888655394277,0.937899152456053,-0.737313901859201,0.984420650647034,-0.0958878371472109,0.0836904667679518,-0.547437541142792,-0.580848040427974,0.106721397351392,0.397731223939087,-1.16174539216845,-0.217243862256975,0.244125805662745,0.378997393415991,-0.357959045281236,-0.320935327980643,0.164345458164749,-0.364380662810005,-0.806784436078407,0.105466717210104,0.50626300942445,-0.366616176503784,0.122802568684611,0.335090196515454,0.144050481492462,-0.377658592047778,"0"
60636,-0.756009313966006,1.30200893613238,0.979090087664351,1.1264525451394,0.118454034024966,0.543432020699295,0.192946282484275,0.672699816999426,-0.779618450243113,-0.174528965422756,0.721612423919204,1.16707033563639,0.388879928984134,0.406562553086481,-0.555195312255453,-0.830414053316868,0.399087338744163,-0.102953966473868,1.12881286594022,0.0735208483026879,0.041679230268289,0.354477396940748,-0.158992172522384,-0.270482962512988,-0.0356665058002714,-0.219943148787889,0.303943201957947,0.129663172516388,-0.360002914476601,"0"
59716,-0.617303287166748,1.30759277183875,1.01154570628901,0.615704429686367,0.348615952724538,-0.452211728136307,0.891328923799521,-0.389958656234468,0.0806816482766043,0.663977093436808,-1.06186823003751,-0.982454244843834,-1.01911712440968,0.149003692739181,1.23589446781413,-0.262769961279372,-0.451012003883699,0.35432739264141,0.62321694324425,0.0956333105742693,0.0829873012197196,0.322740332264118,-0.242577072295325,-0.171862783263561,-0.237629494579425,-0.361424740651622,-0.306227510424612,-0.00798241466004632,-0.382880693864604,"0"
59937,-0.501581165919751,1.15071432420886,1.74778302369387,0.389925574520377,0.0440498950828889,-0.516625728286957,0.755194892491283,-0.0476346781539096,-0.882448939805099,-0.222358311090871,1.54827370585229,1.14073946775934,0.669079594881668,0.244897799372182,0.0268650494364421,0.212296808373833,-0.692484444974305,0.157118477196873,0.084759442505446,-0.0385955918180879,-0.0586948490927771,-0.264509085099537,-0.0523309287905531,0.501846326324736,-0.14033072291004,-0.717737807869188,-0.054997646193462,0.0599823318189777,-0.358120115862371,"0"
37359,1.29305346794745,0.457969173071868,-1.94045010818654,0.173148862363531,2.60956976701555,3.01411706933283,-0.269414758067989,0.754420440807174,-0.221009097149639,-0.6207998601217,0.34874843300146,-0.296104948188729,-0.118735702614523,-1.19258200683639,1.27839349886921,0.923267816751005,0.395379379540966,1.0390376966389,-0.252923895786939,0.0250200757274697,-0.121125631554031,-0.427753296365488,-0.15933569505727,0.857134710770907,0.850054898722773,-0.311685062523481,0.0375362125837485,0.0506175099603134,-0.390056643299972,"0"
165189,-0.544169009965083,1.59504633618072,-4.12995945977122,-1.15083865337714,3.54594623256901,2.32952107515765,0.227695072350059,1.42740567300959,-0.943242180728149,-1.93252181319794,0.251947942147936,-0.328039631780399,-0.545211389964043,-1.66782332989948,-0.208214333351888,0.485814854149246,2.30438999887541,0.622737690589827,-0.68675003963622,-0.323426476387634,0.16342122533226,0.217314329944679,-0.116650623421847,0.526195646623523,-0.376588010581983,0.554213081491028,-0.257871093756933,-0.00651237876324637,-0.390909231351699,"0"
